dataSize: 40000, timeCut: 2d, nEpochs: 300, batchSize: 1024, lr: 1.000
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> output]
  (1): nn.Linear(600 -> 500)
  (2): nn.ReLU
  (3): nn.Linear(500 -> 100)
  (4): nn.ReLU
  (5): nn.Dropout(0.500000)
  (6): nn.Linear(100 -> 1)
  (7): nn.Sigmoid
}
nn.BCECriterion
Epoch  0 | train loss: 0.436 | val loss: 0.372 | val auc: 72.63%
Epoch  1 | train loss: 0.385 | val loss: 0.360 | val auc: 74.94%
Epoch  2 | train loss: 0.368 | val loss: 0.359 | val auc: 76.38%
Epoch  3 | train loss: 0.366 | val loss: 0.369 | val auc: 77.58%
Epoch  4 | train loss: 0.364 | val loss: 0.348 | val auc: 78.18%
Epoch  5 | train loss: 0.358 | val loss: 0.340 | val auc: 78.26%
Epoch  6 | train loss: 0.362 | val loss: 0.341 | val auc: 78.36%
Epoch  7 | train loss: 0.359 | val loss: 0.341 | val auc: 78.47%
Epoch  8 | train loss: 0.352 | val loss: 0.355 | val auc: 78.30%
Epoch  9 | train loss: 0.352 | val loss: 0.336 | val auc: 79.29%
Epoch 10 | train loss: 0.342 | val loss: 0.333 | val auc: 79.73%
Epoch 11 | train loss: 0.357 | val loss: 0.343 | val auc: 79.43%
Epoch 12 | train loss: 0.348 | val loss: 0.337 | val auc: 80.16%
Epoch 13 | train loss: 0.350 | val loss: 0.332 | val auc: 80.36%
Epoch 14 | train loss: 0.344 | val loss: 0.339 | val auc: 80.00%
Epoch 15 | train loss: 0.344 | val loss: 0.323 | val auc: 80.96%
Epoch 16 | train loss: 0.354 | val loss: 0.330 | val auc: 80.68%
Epoch 17 | train loss: 0.347 | val loss: 0.340 | val auc: 80.48%
Epoch 18 | train loss: 0.342 | val loss: 0.327 | val auc: 80.94%
Epoch 19 | train loss: 0.339 | val loss: 0.324 | val auc: 81.05%
Epoch 20 | train loss: 0.344 | val loss: 0.323 | val auc: 81.27%
Epoch 21 | train loss: 0.351 | val loss: 0.328 | val auc: 80.85%
Epoch 22 | train loss: 0.338 | val loss: 0.322 | val auc: 81.42%
Epoch 23 | train loss: 0.338 | val loss: 0.324 | val auc: 81.78%
Epoch 24 | train loss: 0.341 | val loss: 0.327 | val auc: 81.54%
Epoch 25 | train loss: 0.333 | val loss: 0.323 | val auc: 81.68%
Epoch 26 | train loss: 0.357 | val loss: 0.326 | val auc: 81.72%
Epoch 27 | train loss: 0.335 | val loss: 0.325 | val auc: 81.69%
Epoch 28 | train loss: 0.346 | val loss: 0.354 | val auc: 80.43%
Epoch 29 | train loss: 0.331 | val loss: 0.332 | val auc: 82.41%
Epoch 30 | train loss: 0.334 | val loss: 0.322 | val auc: 82.01%
Epoch 31 | train loss: 0.335 | val loss: 0.365 | val auc: 81.01%
Epoch 32 | train loss: 0.327 | val loss: 0.314 | val auc: 82.48%
Epoch 33 | train loss: 0.331 | val loss: 0.332 | val auc: 81.98%
Epoch 34 | train loss: 0.344 | val loss: 0.319 | val auc: 82.08%
Epoch 35 | train loss: 0.334 | val loss: 0.321 | val auc: 82.29%
Epoch 36 | train loss: 0.326 | val loss: 0.312 | val auc: 82.73%
Epoch 37 | train loss: 0.330 | val loss: 0.340 | val auc: 81.84%
Epoch 38 | train loss: 0.326 | val loss: 0.318 | val auc: 82.31%
Epoch 39 | train loss: 0.333 | val loss: 0.314 | val auc: 82.50%
Epoch 40 | train loss: 0.330 | val loss: 0.311 | val auc: 82.68%
Epoch 41 | train loss: 0.332 | val loss: 0.318 | val auc: 82.66%
Epoch 42 | train loss: 0.326 | val loss: 0.312 | val auc: 82.85%
Epoch 43 | train loss: 0.328 | val loss: 0.314 | val auc: 82.81%
Epoch 44 | train loss: 0.332 | val loss: 0.336 | val auc: 82.89%
Epoch 45 | train loss: 0.326 | val loss: 0.309 | val auc: 82.93%
Epoch 46 | train loss: 0.324 | val loss: 0.317 | val auc: 82.80%
Epoch 47 | train loss: 0.321 | val loss: 0.310 | val auc: 83.00%
Epoch 48 | train loss: 0.329 | val loss: 0.312 | val auc: 83.23%
0.5                    of 13                    
Epoch 49 | train loss: 0.320 | val loss: 0.312 | val auc: 83.39%
Epoch 50 | train loss: 0.312 | val loss: 0.310 | val auc: 83.25%
Epoch 51 | train loss: 0.308 | val loss: 0.307 | val auc: 83.28%
Epoch 52 | train loss: 0.306 | val loss: 0.303 | val auc: 83.45%
Epoch 53 | train loss: 0.308 | val loss: 0.309 | val auc: 83.63%
Epoch 54 | train loss: 0.311 | val loss: 0.305 | val auc: 83.49%
Epoch 55 | train loss: 0.306 | val loss: 0.303 | val auc: 83.61%
Epoch 56 | train loss: 0.307 | val loss: 0.302 | val auc: 83.61%
Epoch 57 | train loss: 0.310 | val loss: 0.317 | val auc: 83.57%
Epoch 58 | train loss: 0.306 | val loss: 0.308 | val auc: 83.78%
Epoch 59 | train loss: 0.310 | val loss: 0.305 | val auc: 83.63%
Epoch 60 | train loss: 0.304 | val loss: 0.301 | val auc: 83.79%
Epoch 61 | train loss: 0.311 | val loss: 0.302 | val auc: 83.76%
Epoch 62 | train loss: 0.306 | val loss: 0.301 | val auc: 83.83%
Epoch 63 | train loss: 0.306 | val loss: 0.306 | val auc: 83.97%
Epoch 64 | train loss: 0.304 | val loss: 0.301 | val auc: 83.85%
Epoch 65 | train loss: 0.312 | val loss: 0.301 | val auc: 83.96%
Epoch 66 | train loss: 0.307 | val loss: 0.311 | val auc: 83.77%
Epoch 67 | train loss: 0.310 | val loss: 0.308 | val auc: 83.74%
Epoch 68 | train loss: 0.306 | val loss: 0.306 | val auc: 84.04%
Epoch 69 | train loss: 0.303 | val loss: 0.316 | val auc: 84.13%
Epoch 70 | train loss: 0.308 | val loss: 0.302 | val auc: 83.91%
Epoch 71 | train loss: 0.304 | val loss: 0.304 | val auc: 83.81%
Epoch 72 | train loss: 0.300 | val loss: 0.300 | val auc: 84.19%
Epoch 73 | train loss: 0.306 | val loss: 0.312 | val auc: 83.89%
Epoch 74 | train loss: 0.306 | val loss: 0.299 | val auc: 84.17%
Epoch 75 | train loss: 0.304 | val loss: 0.299 | val auc: 84.18%
Epoch 76 | train loss: 0.304 | val loss: 0.303 | val auc: 84.18%
Epoch 77 | train loss: 0.305 | val loss: 0.308 | val auc: 84.03%
Epoch 78 | train loss: 0.310 | val loss: 0.298 | val auc: 84.16%
Epoch 79 | train loss: 0.303 | val loss: 0.300 | val auc: 84.35%
Epoch 80 | train loss: 0.301 | val loss: 0.316 | val auc: 84.08%
Epoch 81 | train loss: 0.306 | val loss: 0.300 | val auc: 84.35%
Epoch 82 | train loss: 0.306 | val loss: 0.302 | val auc: 84.36%
Epoch 83 | train loss: 0.297 | val loss: 0.324 | val auc: 83.94%
Epoch 84 | train loss: 0.307 | val loss: 0.304 | val auc: 84.17%
Epoch 85 | train loss: 0.304 | val loss: 0.298 | val auc: 84.35%
Epoch 86 | train loss: 0.306 | val loss: 0.309 | val auc: 84.36%
Epoch 87 | train loss: 0.302 | val loss: 0.298 | val auc: 84.29%
Epoch 88 | train loss: 0.303 | val loss: 0.314 | val auc: 84.48%
Epoch 89 | train loss: 0.304 | val loss: 0.296 | val auc: 84.39%
Epoch 90 | train loss: 0.298 | val loss: 0.296 | val auc: 84.45%
Epoch 91 | train loss: 0.295 | val loss: 0.317 | val auc: 84.50%
Epoch 92 | train loss: 0.305 | val loss: 0.297 | val auc: 84.39%
Epoch 93 | train loss: 0.302 | val loss: 0.312 | val auc: 84.25%
Epoch 94 | train loss: 0.306 | val loss: 0.296 | val auc: 84.53%
Epoch 95 | train loss: 0.299 | val loss: 0.309 | val auc: 84.06%
Epoch 96 | train loss: 0.301 | val loss: 0.296 | val auc: 84.45%
Epoch 97 | train loss: 0.302 | val loss: 0.306 | val auc: 84.18%
Epoch 98 | train loss: 0.299 | val loss: 0.312 | val auc: 84.25%
0.25                    f 13                    
Epoch 99 | train loss: 0.304 | val loss: 0.299 | val auc: 84.61%
Epoch 100 | train loss: 0.292 | val loss: 0.295 | val auc: 84.60%
Epoch 101 | train loss: 0.290 | val loss: 0.295 | val auc: 84.58%
Epoch 102 | train loss: 0.290 | val loss: 0.295 | val auc: 84.59%
Epoch 103 | train loss: 0.288 | val loss: 0.295 | val auc: 84.55%
Epoch 104 | train loss: 0.291 | val loss: 0.295 | val auc: 84.65%
Epoch 105 | train loss: 0.293 | val loss: 0.297 | val auc: 84.73%
Epoch 106 | train loss: 0.288 | val loss: 0.295 | val auc: 84.72%
Epoch 107 | train loss: 0.289 | val loss: 0.295 | val auc: 84.68%
Epoch 108 | train loss: 0.288 | val loss: 0.299 | val auc: 84.80%
